;Inhabitants;;;;;;;;;;;;;Households;;;;;;Home;;;;;;;;;;;;;;;Social Security
6211PE;90;45;45;0;50;35;5;0;30;0;0;50;20;70;60;10;0;0;1,2;70;70;0;0;0;0;0;0;0;65;0;90;0;10;189;0
6211PG;170;75;95;0;25;15;10;115;70;10;0;10;10;40;30;10;0;0;1,3;50;45;0;0;0;0;0;10;0;45;10;80;25;10;317;0
6211PH;100;55;45;0;40;30;20;5;60;10;0;30;10;85;75;10;0;0;1,2;40;40;0;0;0;0;0;0;0;35;10;90;0;5;287;25
6211PJ;50;15;30;0;40;5;0;0;50;0;0;40;0;45;40;0;0;0;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6211PK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;70;0;0;0;0;0;0;0;70;0;100;0;70;0;0
6211PL;160;105;55;5;35;60;45;10;50;10;10;10;20;45;35;0;5;0;1,4;60;45;0;0;15;0;0;0;0;45;0;90;45;0;164;80
6211PM;45;20;20;0;0;15;10;15;60;10;0;20;0;30;15;5;0;0;1,5;25;20;0;0;5;0;0;0;0;0;20;80;15;0;239;5
6211PN;40;15;25;0;0;10;15;10;90;0;0;0;0;25;10;5;0;0;1,7;25;25;0;0;0;0;0;0;0;0;0;0;0;0;251;10
6211PP;110;40;70;0;70;35;0;0;30;0;0;60;10;100;90;10;0;0;1,1;50;50;0;0;0;0;0;0;0;45;0;80;10;0;207;0
6211PR;105;45;60;0;75;25;0;0;20;0;0;50;20;95;85;10;0;0;1,1;55;25;0;0;0;0;30;0;0;45;10;90;35;5;197;0
6211PS;75;40;35;0;35;35;0;0;40;0;0;50;10;65;50;10;0;0;1,2;45;45;0;0;0;0;0;0;0;40;0;100;0;5;180;0
6211PW;65;50;10;0;45;10;0;0;70;0;0;10;10;60;55;0;0;0;1,1;65;5;5;0;10;50;0;0;0;65;0;90;55;5;99;0
6211PX;45;25;20;0;5;0;15;15;80;0;0;0;0;25;10;10;5;0;1,8;25;0;0;0;0;25;0;0;0;25;70;30;0;0;492;0
6211PZ;80;40;35;0;0;25;15;35;80;10;0;10;0;50;25;20;0;0;1,5;50;0;0;0;0;50;0;0;0;50;10;90;0;0;341;0
6211RA;130;60;65;0;75;40;5;0;50;0;0;40;10;115;105;5;0;0;1,1;60;60;0;0;0;0;0;0;0;50;10;90;0;5;168;5
6211RB;115;60;55;0;40;30;20;20;50;0;0;20;20;95;80;10;5;0;1,2;55;30;0;0;0;20;0;0;0;35;20;80;20;0;241;10
6211RC;40;10;25;0;20;5;0;5;70;0;0;0;10;30;20;0;0;0;1,4;15;15;0;0;0;0;0;0;0;10;40;60;0;0;327;0
6211RD;50;20;30;5;0;15;15;15;60;0;0;10;20;30;20;5;0;0;1,6;30;0;0;0;0;25;0;0;0;10;20;80;25;0;226;10
6211RE;35;15;20;0;5;5;10;5;80;0;0;0;0;25;15;0;0;0;1,5;25;25;0;0;0;0;0;0;0;0;0;80;15;0;234;5
6211RG;40;20;20;0;10;5;15;0;80;0;0;0;0;15;0;0;0;5;2,4;15;15;0;0;0;0;0;0;0;0;0;0;0;0;295;0
6211RH;75;30;50;0;45;15;5;10;40;0;0;40;10;60;50;5;0;0;1,2;30;30;0;0;0;0;0;0;0;15;40;60;0;0;319;5
6211RJ;55;25;30;0;35;15;0;0;40;0;0;40;20;50;45;0;0;0;1,1;25;25;0;0;0;0;0;0;0;20;0;0;0;0;239;0
6211RK;65;30;30;0;20;15;15;10;50;0;10;10;20;55;45;0;0;0;1,2;50;15;0;0;0;35;0;0;0;45;0;100;35;0;145;20
6211RL;55;20;35;0;10;15;15;10;50;10;10;10;20;40;25;5;0;0;1,5;40;15;0;0;0;25;5;0;0;35;20;80;30;0;201;10
6211RM;20;10;10;0;0;5;5;5;70;0;0;0;0;10;5;0;0;0;1,7;15;15;0;0;0;0;0;0;0;0;70;0;0;0;303;0
6211RN;55;25;30;0;5;15;15;15;70;10;0;10;0;45;35;5;0;0;1,3;45;0;0;0;0;0;0;0;40;40;10;90;20;0;276;5
6211RP;120;60;60;5;45;45;15;15;60;10;0;20;10;100;90;10;0;0;1,2;100;95;0;0;0;0;0;0;0;85;10;90;20;10;184;30
6211RR;80;45;35;0;30;30;10;5;40;0;10;30;20;60;45;10;0;0;1,3;45;35;0;0;0;15;0;0;0;30;10;80;15;0;201;10
6211RS;35;10;25;0;20;5;0;0;10;0;0;50;30;30;25;0;0;0;1,2;15;15;0;0;0;0;0;0;0;5;0;80;0;0;339;0
6211RT;55;20;35;0;30;15;0;5;50;0;0;50;0;35;30;5;0;0;1,4;30;20;0;5;0;0;0;0;0;20;20;80;5;0;227;5
6211RV;45;25;20;0;15;15;5;10;50;0;0;40;0;30;15;15;0;0;1,5;40;20;10;0;5;0;0;0;0;35;30;70;0;10;247;0
6211RW;190;90;105;30;15;80;30;35;70;10;10;10;10;105;60;30;0;15;1,8;110;0;0;0;0;0;0;60;50;95;20;80;60;5;342;20
6211RX;40;20;20;15;5;15;10;0;60;10;0;0;0;10;0;0;0;10;3,8;10;0;0;0;0;0;0;0;10;0;100;0;0;0;638;0
6211RZ;110;60;50;10;40;35;20;10;50;10;0;30;20;90;75;5;0;0;1,3;65;20;10;0;0;35;0;0;0;50;20;80;35;0;207;15
6211SB;50;35;15;0;40;10;0;0;40;0;0;40;20;50;45;0;0;0;1;15;10;0;0;0;0;0;0;0;15;0;0;0;0;264;0
6211SC;50;20;30;0;30;10;5;5;50;0;0;30;10;45;45;0;0;0;1,1;30;10;0;0;15;5;0;0;0;25;0;100;0;0;190;5
6211SE;35;15;20;0;20;5;0;0;40;0;0;30;20;30;30;0;0;0;1,1;25;10;0;0;0;15;0;0;0;20;20;80;15;0;237;0
6211SG;105;45;60;0;45;50;5;0;60;0;0;20;10;100;95;0;0;0;1,1;95;20;65;0;0;10;0;0;0;90;0;70;10;10;166;5
6211SH;45;30;20;0;5;15;10;10;60;0;0;0;10;25;15;5;0;5;1,7;25;15;0;0;0;10;0;0;0;15;0;0;0;0;282;0
6211SJ;60;30;35;0;35;20;0;0;30;0;0;50;10;55;45;10;0;0;1,2;35;30;0;0;0;0;0;0;0;30;0;100;0;0;239;0
6211SK;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6211SL;85;50;35;0;10;20;20;35;60;10;0;20;10;70;55;10;0;0;1,2;65;10;5;0;0;50;0;0;0;55;20;80;45;5;242;15
6211SM;70;30;40;0;15;20;15;20;60;0;0;20;10;60;50;5;0;0;1,2;55;25;0;0;0;30;0;0;0;40;10;90;45;0;227;5
6211SN;70;25;45;0;30;25;5;5;70;0;0;20;0;60;50;10;0;0;1,2;40;25;0;0;0;10;0;0;0;35;0;90;15;0;215;0
6211SP;110;50;55;0;35;35;20;15;70;10;0;10;10;80;60;15;0;5;1,4;85;35;0;0;0;35;0;0;10;70;10;90;50;5;231;15
6211SR;40;5;30;0;30;5;0;0;20;0;0;50;20;35;35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6211ST;40;15;25;0;25;10;0;0;0;0;0;80;0;30;25;5;0;0;1,2;30;30;0;0;0;0;0;0;0;25;0;90;0;10;185;0
6211SV;75;35;40;0;40;30;0;0;20;0;0;50;30;70;65;5;0;0;1,1;80;70;5;5;0;0;0;0;0;80;0;100;15;20;151;0
6211SW;55;20;30;0;20;25;0;0;50;0;0;30;0;40;30;10;0;0;1,3;40;35;0;0;0;0;0;0;0;30;0;90;0;10;243;0
6211SX;75;35;40;0;55;15;0;0;40;0;10;40;10;70;65;0;0;0;1,1;70;40;0;0;0;30;0;0;0;65;0;50;0;10;192;0
6211SZ;50;25;25;0;15;25;10;0;50;10;0;30;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;20;0;0;0;10;610;25
6211TA;40;15;25;0;10;5;10;15;50;0;0;30;20;30;20;10;0;0;1,3;40;20;0;0;0;0;0;20;0;35;60;40;0;10;562;0
6211TB;15;10;10;0;10;5;0;0;70;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;10;0;0;0;0;676;0
6211TC;75;30;45;0;30;25;10;0;30;0;0;50;20;60;50;10;0;0;1,3;55;55;0;0;0;0;0;0;0;45;10;90;0;5;243;0
6211TD;40;15;20;0;20;15;0;0;20;0;0;50;20;25;15;10;0;0;1,6;20;15;0;0;0;0;0;0;0;20;0;0;0;0;243;0
6211TE;90;15;80;0;20;0;15;50;60;0;0;20;20;25;15;10;0;0;1,6;30;30;0;0;0;0;0;0;0;20;30;70;0;10;824;0
6211TG;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6211WB;170;85;85;5;20;90;20;35;50;0;0;20;20;105;45;55;0;5;1,6;105;0;0;0;0;0;0;0;105;100;30;70;0;5;484;0
6211WC;40;15;20;5;0;15;10;0;80;0;0;0;0;20;5;5;0;0;2;15;0;0;0;0;0;0;0;15;0;40;60;0;0;477;0
6211WD;50;25;25;0;0;10;10;25;80;0;0;0;0;25;5;15;0;5;2;25;0;0;0;0;0;0;0;25;20;80;20;0;0;647;0
6211WE;85;40;45;5;0;25;35;20;70;10;0;10;10;50;20;20;0;5;1,8;55;0;0;0;0;0;0;0;55;45;50;50;0;10;480;0
6211WH;195;110;85;0;60;120;10;0;60;0;0;20;10;155;120;40;0;0;1,2;160;0;0;0;0;0;0;0;160;160;0;100;0;10;287;0
6211XA;15;5;10;0;0;10;0;0;50;0;0;0;0;10;10;0;0;0;1,3;10;0;0;0;0;10;0;0;0;10;0;0;0;0;201;0
6211XB;20;5;10;0;0;10;5;0;80;0;0;0;0;15;10;0;0;0;1,5;15;0;0;0;0;15;0;0;0;15;0;0;0;0;205;0
6211XC;45;20;25;10;5;20;10;0;80;0;0;0;20;15;0;0;0;10;3;15;0;0;0;0;0;0;0;15;0;60;30;0;0;0;0
6211XD;15;5;10;5;0;5;0;0;60;0;0;0;0;5;0;0;0;0;2,4;10;0;0;0;0;0;0;0;10;0;0;0;0;0;468;0
6211XE;25;15;10;5;0;10;0;0;40;0;0;40;0;10;0;0;0;5;2,7;10;0;0;0;0;0;0;0;10;0;0;0;0;0;491;0
6211XG;35;20;15;10;0;15;5;0;50;0;20;0;20;15;0;0;0;5;2,6;15;0;0;0;0;0;0;0;15;0;60;40;0;0;0;0
6211XH;10;10;0;0;0;0;5;0;80;0;0;0;0;10;10;0;0;0;1,2;10;0;0;0;0;10;0;0;0;10;0;0;0;0;227;5
6211XJ;75;35;40;5;5;25;15;25;70;0;10;10;0;45;20;15;0;5;1,7;45;0;0;0;0;0;0;0;45;35;20;80;35;0;371;5
6211XK;60;30;30;0;25;15;10;10;70;0;0;20;0;55;45;10;0;0;1,1;55;35;0;0;0;20;0;0;0;55;20;80;0;0;153;30
6211XL;15;10;0;0;0;5;0;0;90;0;0;0;0;5;0;0;0;0;2,3;5;0;0;0;0;0;0;0;5;0;0;0;0;0;474;0
6211XN;30;10;20;0;10;0;10;10;80;0;0;0;0;20;10;5;0;0;1,5;15;0;0;0;0;15;0;0;0;10;30;70;10;0;391;0
6211XP;35;20;20;0;5;10;10;10;70;0;0;10;0;25;10;10;0;0;1,6;20;0;0;0;0;20;0;0;0;15;50;50;5;0;286;0
6211XR;30;15;15;0;0;0;5;10;60;0;0;30;0;15;10;5;0;0;1,8;15;0;0;0;0;15;0;0;0;10;30;70;10;0;295;0
6211XS;30;15;15;0;0;5;10;10;60;0;0;0;20;15;10;0;0;5;1,8;20;0;0;0;0;20;0;0;0;15;60;40;5;0;285;0
6211XX;15;5;10;0;0;5;5;0;100;0;0;0;0;5;0;0;0;0;2,5;10;10;0;0;0;0;0;0;0;10;0;0;0;0;358;0
6211XZ;320;155;170;0;265;40;10;0;0;0;0;80;20;315;305;5;0;0;1;5;5;0;0;0;0;0;0;0;5;0;0;0;0;414;0
6212AA;45;30;15;0;5;0;20;10;60;0;0;20;0;35;25;0;0;0;1,4;30;10;0;0;5;10;0;0;0;20;30;60;10;0;459;5
6212AB;40;20;25;5;5;0;15;10;60;0;0;30;0;15;0;5;0;5;2,6;15;15;0;0;0;0;0;0;0;0;100;0;0;0;758;0
6212AC;30;15;15;0;5;5;10;5;80;0;0;0;0;10;0;5;0;0;2,7;10;10;0;0;0;0;0;0;0;0;90;0;0;0;673;0
6212AD;20;10;10;0;0;0;5;0;80;0;0;0;0;10;5;0;0;0;2,3;10;5;0;0;0;0;0;0;0;5;0;0;0;0;532;0
6212AE;90;45;45;10;10;15;15;40;80;0;0;10;10;55;30;15;0;5;1,7;55;15;0;0;0;25;0;10;0;40;70;30;0;0;418;0
6212AG;45;20;30;5;10;5;15;10;50;10;0;30;0;25;15;10;0;0;1,7;25;20;0;0;0;0;0;0;0;5;30;70;10;0;360;0
6212AH;50;15;35;10;0;0;20;15;90;0;0;0;0;25;10;10;5;0;1,9;30;25;0;0;0;0;0;0;0;0;50;50;10;0;484;5
6212AJ;25;15;15;0;0;5;5;15;70;0;0;0;0;15;10;5;0;0;1,6;15;15;0;0;0;0;0;0;0;0;90;0;0;5;450;0
6212AK;50;20;30;10;5;5;20;5;80;0;0;0;0;20;5;5;0;10;2,5;20;15;0;0;0;0;0;0;0;0;100;0;0;0;570;0
6212AL;40;20;20;0;0;10;10;15;60;20;0;20;0;20;0;10;0;0;2;20;15;0;0;0;0;0;0;0;0;90;0;0;0;496;0
6212AM;35;15;20;5;5;0;10;10;80;0;0;0;0;15;0;5;0;5;2,8;15;15;0;0;0;0;0;0;0;0;90;0;0;0;844;0
6212AN;45;25;20;5;10;0;15;10;50;10;10;0;20;15;0;5;0;5;3,1;15;15;0;0;0;0;0;0;0;0;90;0;0;0;805;0
6212AP;35;20;15;5;5;0;10;10;80;0;0;0;0;10;0;10;0;0;2,8;15;15;0;0;0;0;0;0;0;0;90;0;0;0;892;0
6212AR;30;10;20;5;5;5;10;5;60;0;0;20;0;20;15;0;0;0;1,6;10;10;0;0;0;0;0;0;0;0;80;0;0;0;1110;0
6212AS;25;10;10;0;0;0;5;10;90;0;0;0;0;10;0;5;0;0;2,3;10;10;0;0;0;0;0;0;0;0;90;0;0;0;642;0
6212AT;40;20;20;5;0;0;10;20;70;0;0;0;0;20;5;10;0;0;2,2;20;15;0;0;0;0;0;0;0;0;90;0;0;0;1055;0
6212AV;45;20;25;10;5;5;10;10;70;0;0;10;0;20;5;5;0;5;2,4;15;15;0;0;0;0;0;0;0;0;90;0;0;0;775;0
6212AW;5;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;1,4;5;0;0;0;0;0;5;0;0;0;0;0;0;0;540;0
6212BA;65;30;35;0;0;0;15;35;90;0;0;0;0;35;15;15;0;5;1,8;40;30;0;0;0;0;5;0;0;20;90;10;0;0;538;0
6212BB;30;15;15;5;5;10;5;0;80;0;0;20;0;15;10;0;0;5;1,9;20;20;0;0;0;0;0;0;0;10;40;60;0;0;343;0
6212BC;35;15;20;0;0;5;10;15;70;0;0;10;0;15;0;10;0;0;2,1;15;15;0;0;0;0;0;0;0;0;90;0;0;0;751;0
6212BD;20;10;10;0;5;0;5;0;80;0;0;0;0;5;0;0;0;0;2,6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;482;0
6212BE;25;10;15;5;0;5;5;5;70;0;0;0;0;10;0;5;0;0;2,2;15;15;0;0;0;0;0;0;0;0;90;0;0;0;518;0
6212BG;45;20;25;0;5;5;20;10;60;10;0;20;0;25;15;10;0;0;1,7;25;15;0;0;0;0;10;0;0;10;70;30;0;0;441;0
6212BH;45;15;30;0;10;10;10;10;50;0;0;40;0;30;15;10;0;0;1,6;15;15;0;0;0;0;0;0;0;0;70;30;0;0;561;0
6212BJ;40;15;25;0;10;5;15;10;60;0;0;30;0;20;5;10;0;0;2;20;20;0;0;0;0;0;0;0;10;60;50;0;0;389;0
6212BK;30;15;15;5;0;5;10;5;80;0;0;0;0;10;0;0;0;5;2,5;15;15;0;0;0;0;0;0;0;0;80;0;0;0;459;0
6212BL;35;15;20;0;10;0;5;15;80;0;0;0;0;25;15;5;0;0;1,5;15;15;0;0;0;0;0;0;0;0;70;0;0;0;425;0
6212BM;40;25;15;5;0;10;15;10;70;0;0;20;0;15;0;10;0;5;2,4;20;20;0;0;0;0;0;0;0;0;70;30;0;0;448;0
6212BN;45;15;25;0;10;15;10;10;80;0;0;0;10;30;25;5;0;0;1,4;30;25;0;0;0;0;0;0;0;15;60;40;0;5;298;0
6212BP;85;35;50;5;10;15;20;35;70;10;0;20;0;60;40;15;0;0;1,5;55;30;0;0;0;0;30;0;0;45;50;50;0;5;370;0
6212BR;50;25;25;10;5;20;10;10;70;0;0;20;10;25;10;10;0;5;2;20;20;0;0;0;0;0;0;0;10;70;40;0;0;386;0
6212BS;55;25;30;10;10;10;15;10;70;0;0;10;0;25;5;10;0;10;2,4;20;20;0;0;0;0;0;0;0;0;80;0;0;0;511;0
6212BT;25;10;10;0;0;10;5;5;70;0;0;0;0;15;10;0;0;0;1,4;20;15;0;0;5;0;0;0;0;15;40;60;0;0;245;0
6212BV;40;25;15;5;5;5;15;5;50;0;0;30;0;20;5;0;0;0;2;20;5;10;0;0;0;0;0;0;5;60;40;0;0;395;0
6212BW;25;15;10;0;0;0;10;10;80;0;0;0;0;15;0;5;0;0;2,1;15;15;0;0;0;0;0;0;0;0;80;0;0;0;691;0
6212BX;30;20;15;5;10;10;0;5;40;0;0;40;0;15;5;5;0;0;2;15;15;0;0;0;0;0;0;0;5;70;0;0;0;473;0
6212CA;45;20;25;10;0;10;15;5;80;0;0;0;0;15;0;5;0;10;2,6;20;0;20;0;0;0;0;0;0;0;90;0;0;0;459;0
6212CB;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212CC;60;30;30;10;5;0;20;15;60;0;0;20;10;25;10;10;0;5;2,2;25;25;0;0;0;0;0;0;0;0;90;0;0;0;481;0
6212CD;40;15;25;5;5;10;15;0;70;0;0;20;0;20;15;0;0;5;1,8;15;5;0;0;0;5;0;0;0;0;70;0;0;0;377;0
6212CE;50;20;30;0;15;10;15;10;60;0;0;20;0;30;20;5;0;0;1,7;25;25;0;0;0;0;0;0;0;0;20;80;15;0;295;5
6212CG;60;30;30;10;5;15;15;15;70;10;0;10;0;25;5;10;0;10;2,4;30;30;0;0;0;0;0;0;0;10;60;40;0;5;502;0
6212CH;45;20;25;10;0;0;20;5;70;0;0;20;0;20;10;5;0;5;2,2;20;5;10;0;0;0;0;0;0;0;100;0;0;0;465;0
6212CJ;55;25;30;5;15;15;5;15;70;0;0;20;0;30;15;10;0;5;1,8;20;10;0;5;0;0;0;0;0;5;60;40;0;0;378;0
6212CK;25;10;15;0;0;0;0;20;80;0;0;0;0;20;10;5;0;0;1,4;20;0;0;0;0;0;20;0;0;20;80;30;0;0;366;0
6212CL;50;25;25;10;0;10;20;10;80;0;0;0;0;20;0;10;0;5;2,3;20;0;20;0;0;0;0;0;0;0;100;0;0;0;398;0
6212CM;50;25;25;10;10;5;10;15;60;0;0;20;0;20;0;10;0;5;2,6;20;0;20;0;0;0;0;0;0;0;90;0;0;0;405;0
6212CN;60;20;35;5;20;10;15;10;60;0;0;30;0;30;20;0;0;5;1,8;20;20;0;0;0;0;0;0;0;5;80;20;0;0;400;0
6212CP;35;20;15;5;5;10;10;5;70;0;0;20;0;15;5;5;0;0;2,2;15;10;0;0;0;0;0;0;0;10;60;40;0;0;327;0
6212CR;40;20;25;10;5;10;10;5;80;0;0;0;0;20;5;5;0;0;2,2;20;0;15;0;0;0;0;0;0;0;90;0;0;0;420;0
6212CS;50;25;30;10;15;10;15;5;60;0;0;30;0;30;20;0;0;5;1,8;20;20;0;0;0;0;0;0;0;0;80;0;0;0;515;0
6212CT;40;20;20;10;0;5;10;10;80;0;0;0;0;15;5;0;0;5;2,7;15;10;0;0;0;0;0;0;0;0;90;0;0;0;667;0
6212CV;35;15;15;0;0;5;10;10;80;0;0;0;0;15;0;5;0;0;2,3;15;0;10;0;0;0;0;0;0;0;80;0;0;0;409;0
6212CW;45;25;20;10;0;10;10;15;80;0;0;0;0;15;0;5;0;5;2,6;15;10;0;0;0;0;0;0;0;0;100;0;0;0;618;0
6212CX;60;30;30;15;5;15;15;5;70;0;0;20;10;30;15;0;0;10;2,1;25;20;5;0;0;0;0;0;0;0;80;0;0;0;472;0
6212CZ;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212EA;25;10;15;0;0;0;10;10;90;0;0;0;0;10;0;0;0;0;2,6;10;0;5;0;0;0;0;0;0;0;0;0;0;0;987;0
6212EB;10;0;10;0;0;0;5;0;80;0;0;0;0;5;0;0;0;0;2,4;5;0;5;0;0;0;0;0;0;0;0;0;0;0;677;0
6212EC;25;10;15;0;0;0;10;10;90;0;0;0;0;15;0;5;0;0;2,1;15;0;15;0;0;0;0;0;0;0;100;0;0;0;538;0
6212EG;35;15;20;0;0;5;10;15;100;0;0;0;0;20;0;10;0;0;2,1;15;0;15;0;0;0;0;0;0;0;100;0;0;0;527;0
6212EH;10;5;5;0;0;0;0;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212EJ;35;20;15;5;0;5;10;15;100;0;0;0;0;15;0;10;0;0;2,2;15;0;15;0;0;0;0;0;0;0;100;0;0;0;610;0
6212EK;20;10;10;5;0;0;5;5;90;0;0;0;0;10;0;5;0;0;2,3;10;0;10;0;0;0;0;0;0;0;100;0;0;0;619;0
6212EL;25;15;10;0;0;0;10;10;100;0;0;0;0;10;0;5;0;0;2,5;10;0;10;0;0;0;0;0;0;0;90;0;0;0;591;0
6212EM;25;15;10;5;0;5;5;10;80;0;0;0;0;10;0;0;0;0;2,4;10;0;10;0;0;0;0;0;0;0;100;0;0;0;0;0
6212EN;55;25;25;10;5;15;15;5;80;10;0;10;0;20;5;5;0;10;2,7;20;15;0;0;0;0;0;0;0;0;80;30;0;0;486;0
6212EP;60;30;30;15;5;10;10;15;80;0;0;10;0;20;0;5;0;10;3;20;5;0;0;0;0;0;5;0;0;80;20;0;0;747;0
6212ER;35;15;20;5;5;10;5;5;70;0;0;20;0;20;10;0;0;0;2;20;10;0;0;5;0;0;0;0;10;80;0;0;0;446;0
6212ES;50;25;25;5;5;0;25;10;90;0;0;0;0;20;0;10;0;5;2,6;20;5;15;0;0;0;0;0;0;0;100;0;0;0;798;0
6212ET;65;30;30;0;30;15;10;10;50;0;0;30;20;40;20;15;0;0;1,7;40;20;0;0;0;20;0;0;0;35;30;70;20;5;202;0
6212EV;20;5;15;0;0;0;10;0;80;0;0;0;0;15;10;0;0;0;1,4;15;10;0;0;0;0;0;0;0;10;80;0;0;0;334;0
6212EW;25;5;20;0;10;0;5;0;50;0;0;40;0;15;10;0;0;0;1,4;10;10;0;0;0;0;0;0;0;5;0;0;0;0;306;0
6212EX;30;15;10;0;10;0;5;5;50;0;0;30;0;15;5;5;0;0;1,8;15;10;0;0;0;0;0;0;0;0;70;0;0;0;426;0
6212EZ;10;0;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212GA;35;15;20;5;0;10;0;15;80;0;0;0;0;20;10;5;0;0;1,9;15;15;0;0;0;0;0;0;0;0;90;0;0;0;379;0
6212GB;40;20;20;5;5;0;15;5;90;0;0;0;0;15;0;5;0;5;2,4;20;15;0;0;0;0;0;0;0;10;70;30;0;0;366;0
6212GC;35;20;20;0;0;10;10;10;80;0;0;0;0;15;0;10;0;0;2,3;20;15;0;0;0;0;0;0;0;5;70;30;0;0;396;0
6212GD;45;20;25;10;0;10;10;15;80;0;0;10;0;20;5;10;0;5;2,2;20;10;5;0;0;0;0;0;0;0;90;0;0;0;482;0
6212GE;30;20;10;5;0;10;10;0;80;0;0;0;0;10;0;5;0;5;2,6;10;10;0;0;0;0;0;0;0;0;80;0;0;0;438;0
6212GG;45;20;25;10;5;10;20;0;70;0;0;10;0;20;0;5;0;5;2,6;20;0;20;0;0;0;0;0;0;0;80;0;0;0;429;0
6212GH;30;15;15;5;0;5;5;10;80;0;0;0;0;15;0;5;0;0;2,4;15;0;15;0;0;0;0;0;0;0;90;0;0;0;448;0
6212GJ;25;10;15;0;0;0;10;0;60;0;0;30;0;10;5;0;0;0;2;15;0;15;0;0;0;0;0;0;0;100;0;0;0;396;0
6212GK;25;10;15;0;0;0;10;5;70;0;0;0;0;10;0;5;0;0;2,1;10;0;10;0;0;0;0;0;0;0;90;0;0;0;491;0
6212GL;55;25;30;10;5;5;20;15;80;0;0;0;0;25;5;10;0;5;2,3;25;0;25;0;0;0;0;0;0;0;80;20;0;0;420;0
6212GM;10;0;5;5;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212GN;35;20;15;15;0;15;0;0;90;0;0;0;0;15;5;0;0;5;2,8;15;0;15;0;0;0;0;0;0;0;90;0;0;0;412;0
6212GP;20;5;15;0;0;0;0;10;60;30;0;0;0;10;0;0;0;0;1,8;10;0;10;0;0;0;0;0;0;0;70;0;0;0;0;0
6212GR;20;10;10;0;0;0;10;5;70;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;420;0
6212GS;15;10;5;0;0;0;0;10;60;0;0;0;0;10;5;0;0;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212GT;20;5;15;0;0;0;0;15;90;0;0;0;0;10;0;5;0;0;1,7;10;0;10;0;0;0;0;0;0;0;50;50;5;0;0;0
6212GV;30;15;15;5;0;5;10;5;80;0;0;0;0;10;0;0;0;5;3;10;0;10;0;0;0;0;0;0;0;100;0;0;0;442;0
6212GW;25;15;15;0;0;0;0;15;90;0;0;0;0;15;0;5;0;0;1,9;15;10;5;0;0;0;0;0;0;0;90;0;0;0;532;0
6212GX;35;20;15;0;5;0;20;5;80;0;0;0;0;15;0;5;0;5;2,3;15;10;5;0;0;0;0;0;0;0;100;0;0;0;466;0
6212HA;45;20;25;10;0;10;15;10;80;10;0;0;0;20;10;5;0;5;2,1;20;0;20;0;0;0;0;0;0;0;90;0;0;0;437;0
6212HB;30;15;15;5;0;0;10;10;90;0;0;0;0;15;5;5;0;0;1,9;15;0;15;0;0;0;0;0;0;0;90;0;0;0;445;0
6212HC;30;20;15;10;0;0;10;0;80;0;0;0;0;10;0;0;0;5;2,7;10;0;10;0;0;0;0;0;0;0;90;0;0;0;628;0
6212HD;35;20;15;5;0;5;10;10;80;0;0;0;0;15;0;10;0;0;2,5;15;0;15;0;0;0;0;0;0;0;100;0;0;0;688;0
6212HH;15;5;10;0;0;0;5;5;70;0;0;0;0;5;0;0;0;0;2,7;5;0;5;0;0;0;0;0;0;0;0;0;0;0;699;0
6212NA;15;10;10;0;0;0;10;0;80;0;0;0;0;10;0;5;0;0;1,9;10;10;0;0;0;0;0;0;0;0;0;0;0;0;441;0
6212NC;30;10;15;5;0;0;10;10;70;0;0;20;0;15;0;5;0;0;2,2;15;15;0;0;0;0;0;0;0;0;60;40;0;0;687;0
6212NE;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212NH;15;5;10;0;0;0;10;0;80;0;0;0;0;10;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;689;0
